mTitle,mLink
The Gemini,https://en.wikipedia.org/wiki/The_Gemini_(2016_film)
The Girl,https://en.wikipedia.org/wiki/The_Girl_(2000_film)
"Girl, Boy, Bakla, Tomboy","https://en.wikipedia.org/wiki/Girl,_Boy,_Bakla,_Tomboy"
The Girl Bunnies. Rocketship.,NA
The Girl Bunnies,NA
The Girl Bunnies. Big Tree.,NA
The Girl Bunnies,NA
The Girl Bunnies. Hockey.,NA
The Girl Bunnies,NA
The Girl Bunnies,NA
Les lapines,NA
"Girl, Interrupted","https://en.wikipedia.org/wiki/Girl,_Interrupted_(film)"
Girl King,https://en.wikipedia.org/wiki/Girl_King
A Girl Like Me: The Gwen Araujo Story,https://en.wikipedia.org/wiki/A_Girl_Like_Me:_The_Gwen_Araujo_Story
Girl Play,https://en.wikipedia.org/wiki/Girl_Play
Girl with Hyacinths,https://en.wikipedia.org/wiki/Girl_with_Hyacinths
Girlfriend,https://en.wikipedia.org/wiki/Girlfriend_(2004_film)
Girls Can't Swim,https://en.wikipedia.org/wiki/Girls_Can%27t_Swim
Girls Will Be Girls,https://en.wikipedia.org/wiki/Girls_Will_Be_Girls_(film)
Girltrash: All Night Long,https://en.wikipedia.org/wiki/Girltrash:_All_Night_Long
Give Me Your Hand,https://en.wikipedia.org/wiki/Give_Me_Your_Hand_(film)
Glen or Glenda,https://en.wikipedia.org/wiki/Glen_or_Glenda
Gli occhiali d'oro,https://en.wikipedia.org/wiki/The_Gold_Rimmed_Glasses
Glowing Eyes,https://en.wikipedia.org/wiki/Glowing_Eyes_(film)
Glue,https://en.wikipedia.org/wiki/Glue_(film)
Go,https://en.wikipedia.org/wiki/Go_(1999_film)
Go Fish,https://en.wikipedia.org/wiki/Go_Fish_(film)
Go Go Crazy,NA
Go Go G-Boys,NA
Go Go Reject,NA
Go West,https://en.wikipedia.org/wiki/Go_West_(2005_film)
Gods and Monsters,https://en.wikipedia.org/wiki/Gods_and_Monsters_(film)
Gods of the Plague,https://en.wikipedia.org/wiki/Gods_of_the_Plague
God's Own Country,https://en.wikipedia.org/wiki/God%27s_Own_Country_(2017_film)
Gohatto,https://en.wikipedia.org/wiki/Taboo_(1999_film)
Going Down in LA-LA Land,https://en.wikipedia.org/wiki/Going_Down_in_LA-LA_Land
Going South,https://en.wikipedia.org/wiki/Going_South_(2009_film)
The Gold Rimmed Glasses,https://en.wikipedia.org/wiki/The_Gold_Rimmed_Glasses
Golden,NA
Golden Eagle,https://en.wikipedia.org/wiki/Insee_thong
The Golden Pin,https://en.wikipedia.org/wiki/The_Golden_Pin
Goldfish Memory,https://en.wikipedia.org/wiki/Goldfish_Memory
"Gone, But Not Forgotten","https://en.wikipedia.org/wiki/Gone,_But_Not_Forgotten_(film)"
Good Boys,NA
Good Morning,NA
Gosford Park,https://en.wikipedia.org/wiki/Gosford_Park
Gossip,https://en.wikipedia.org/wiki/Gossip_(2000_Swedish_film)
Gouttes d'eau sur pierres brûlantes,https://en.wikipedia.org/wiki/Water_Drops_on_Burning_Rocks
The Graffiti Artist,NA
Grande École,https://en.wikipedia.org/wiki/Grande_%C3%89cole_(film)
Gray Matters,https://en.wikipedia.org/wiki/Gray_Matters_(2006_film)
Great Moments in Aviation,https://en.wikipedia.org/wiki/Great_Moments_in_Aviation
Greek Pete,NA
The Green,https://en.wikipedia.org/wiki/The_Green_(film)
Green Plaid Shirt,NA
Grief,NA
The Grotesque,https://en.wikipedia.org/wiki/The_Grotesque_(film)
Group Therapy,NA
The Guest House,https://en.wikipedia.org/wiki/The_Guest_House
Gulabi Aaina,https://en.wikipedia.org/wiki/The_Pink_Mirror
Gun Hill Road,https://en.wikipedia.org/wiki/Gun_Hill_Road_(film)
Guyana Tragedy,https://en.wikipedia.org/wiki/Guyana_Tragedy
Guys and Balls,https://en.wikipedia.org/wiki/Guys_and_Balls
The Gymnast,https://en.wikipedia.org/wiki/The_Gymnast_(film)
Gypo,https://en.wikipedia.org/wiki/Gypo_(film)
Gypsy 83,https://en.wikipedia.org/wiki/Gypsy_83
Gypsy Boys,NA
Hable con Ella,https://en.wikipedia.org/wiki/Talk_to_Her
Hair,https://en.wikipedia.org/wiki/Hair_(film)
Haltéroflic,NA
Hamam,https://en.wikipedia.org/wiki/Hamam_(film)
A Hard Blow,NA
The Handmaiden,https://en.wikipedia.org/wiki/The_Handmaiden
Handsome Harry,https://en.wikipedia.org/wiki/Handsome_Harry
The Hanging Garden,https://en.wikipedia.org/wiki/The_Hanging_Garden_(film)
Hangyaboly,NA
Hannah and Her Brothers,https://en.wikipedia.org/wiki/Hannah_and_Her_Brothers
Hannah Free,https://en.wikipedia.org/wiki/Hannah_Free
Happy & Gay,NA
Happy Endings,https://en.wikipedia.org/wiki/Happy_Endings_(film)
Happy-Go-Lucky,https://en.wikipedia.org/wiki/Happy-Go-Lucky
Happy Hearts,https://en.wikipedia.org/wiki/Happy_Hearts
"Happy, Texas","https://en.wikipedia.org/wiki/Happy,_Texas_(film)"
Happy Together,https://en.wikipedia.org/wiki/Happy_Together_(1997_film)
Hard,NA
Hard Pill,NA
Harmonica's Howl,https://en.wikipedia.org/wiki/Harmonica%27s_Howl
Harry + Max,https://en.wikipedia.org/wiki/Harry_%2B_Max
Harvest,NA
Hate Crime,https://en.wikipedia.org/wiki/Hate_Crime_(2005_film)
The Haunting,https://en.wikipedia.org/wiki/The_Haunting_(1963_film)
Haunting Me,https://en.wikipedia.org/wiki/Haunting_Me
Hawaii,https://en.wikipedia.org/wiki/Hawaii_(2013_film)
Head in the Clouds,https://en.wikipedia.org/wiki/Head_in_the_Clouds
Head On,https://en.wikipedia.org/wiki/Head_On_(1998_film)
Headlong,NA
Heartbeats,https://en.wikipedia.org/wiki/Heartbeats_(film)
Hearts and Hotel Rooms,NA
Heavenly Creatures,https://en.wikipedia.org/wiki/Heavenly_Creatures
Heavenly Touch,NA
Hedwig and the Angry Inch,https://en.wikipedia.org/wiki/Hedwig_and_the_Angry_Inch_(film)
Heiko,https://en.wikipedia.org/wiki/Heiko
Heights,https://en.wikipedia.org/wiki/Heights_(film)
Hein Maysara,NA
Hellbent,https://en.wikipedia.org/wiki/Hellbent_(2004_film)
Hello My Love,NA
Henry & June,https://en.wikipedia.org/wiki/Henry_%26_June
"Here's Looking at You, Boy",NA
Hidden Away,https://en.wikipedia.org/wiki/Hidden_Away_(film)
Hidden Hills,NA
Hidden Kisses,https://en.wikipedia.org/wiki/Hidden_Kisses
Hidden Pleasures,https://en.wikipedia.org/wiki/Hidden_Pleasures
High Art,https://en.wikipedia.org/wiki/High_Art
His Secret Life,https://en.wikipedia.org/wiki/Le_Fate_Ignoranti
His Brother,https://en.wikipedia.org/wiki/His_Brother_(film)
His Wife's Diary,https://en.wikipedia.org/wiki/His_Wife%27s_Diary
The History Boys,https://en.wikipedia.org/wiki/The_History_Boys_(film)
Hit and Run,https://en.wikipedia.org/wiki/Hit_and_Run_(2012_film)
Hit and Runway,https://en.wikipedia.org/wiki/Hit_and_Runway
Hold You Tight,https://en.wikipedia.org/wiki/Hold_You_Tight_(film)
Hold Your Peace,NA
Holding the Man,https://en.wikipedia.org/wiki/Holding_the_Man_(film)
Holding Trevor,https://en.wikipedia.org/wiki/Holding_Trevor
Hole,https://en.wikipedia.org/wiki/Hole_(film)
Holiday Heart,https://en.wikipedia.org/wiki/Holiday_Heart
Hollow Reed,https://en.wikipedia.org/wiki/Hollow_Reed
"Hollywood, je t'aime",NA
Hollywood Zap!,https://en.wikipedia.org/wiki/Hollywood_Zap!
A Home at the End of the World,https://en.wikipedia.org/wiki/A_Home_at_the_End_of_the_World_(film)
Home for the Holidays,https://en.wikipedia.org/wiki/Home_for_the_Holidays_(film)
Home from the Gym,NA
Homewrecker,NA
Homme au bain,https://en.wikipedia.org/wiki/Man_at_Bath
Hommes à louer,https://en.wikipedia.org/wiki/Men_for_Sale
Homo Father,NA
Homotopia,https://en.wikipedia.org/wiki/Homotopia
Hooks to the Left,NA
Horror in the Wind,NA
Horror vacui,https://en.wikipedia.org/wiki/Horror_vacui_(film)
Hors les murs,https://en.wikipedia.org/wiki/Beyond_the_Walls_(2012_film)
The Hotel New Hampshire,https://en.wikipedia.org/wiki/The_Hotel_New_Hampshire_(film)
Hot Guys With Guns,NA
The Hours,https://en.wikipedia.org/wiki/The_Hours_(film)
The Hours and Times,https://en.wikipedia.org/wiki/The_Hours_and_Times
House of Boys,https://en.wikipedia.org/wiki/House_of_Boys
House of Himiko,https://en.wikipedia.org/wiki/House_of_Himiko
The Houseboy,NA
How Do I Look,https://en.wikipedia.org/wiki/How_Do_I_Look
How to Survive a Plague,https://en.wikipedia.org/wiki/How_to_Survive_a_Plague
How to Win at Checkers (Every Time),https://en.wikipedia.org/wiki/How_to_Win_at_Checkers_(Every_Time)
Howl,https://en.wikipedia.org/wiki/Howl_(2010_film)
Hu Die,https://en.wikipedia.org/wiki/Butterfly_(2004_film)
Huhwihaji anha,https://en.wikipedia.org/wiki/No_Regret_(film)
Human Warmth,NA
Hung,NA
The Hunger,https://en.wikipedia.org/wiki/The_Hunger_(1983_film)
Hush!,https://en.wikipedia.org/wiki/Hush!_(2001_film)
Hustler White,https://en.wikipedia.org/wiki/Hustler_White
I Am Gay and Muslim,NA
I Am Happiness on Earth,NA
I Am My Own Woman,https://en.wikipedia.org/wiki/I_Am_My_Own_Woman
I Am Not What You Want,https://en.wikipedia.org/wiki/I_Am_Not_What_You_Want
I Am Syd Stone,NA
I Can't Think Straight,https://en.wikipedia.org/wiki/I_Can%27t_Think_Straight
I Do,https://en.wikipedia.org/wiki/I_Do_(2012_American_film)
I Don't Care,NA
I Don't Kiss,https://en.wikipedia.org/wiki/I_Don%27t_Kiss
I Don't Want to Go Back Alone,https://en.wikipedia.org/wiki/I_Don%27t_Want_to_Go_Back_Alone
I Don't Want to Sleep Alone,https://en.wikipedia.org/wiki/I_Don%27t_Want_to_Sleep_Alone
I Dreamt under the Water,https://en.wikipedia.org/wiki/J%27ai_r%C3%AAv%C3%A9_sous_l%27eau
I Killed My Mother,https://en.wikipedia.org/wiki/I_Killed_My_Mother
I Like It Like That,https://en.wikipedia.org/wiki/I_Like_It_Like_That_(film)
"I Like You, I Like You Very Much","https://en.wikipedia.org/wiki/I_Like_You,_I_Like_You_Very_Much"
I Love Hooligans,NA
I Love You Baby,https://en.wikipedia.org/wiki/I_Love_You_Baby
"I Love You, I Don't",https://en.wikipedia.org/wiki/Je_t%27aime_moi_non_plus_(film)
I Love You Phillip Morris,https://en.wikipedia.org/wiki/I_Love_You_Phillip_Morris
I Now Pronounce You Chuck and Larry,https://en.wikipedia.org/wiki/I_Now_Pronounce_You_Chuck_and_Larry
I Shot Andy Warhol,https://en.wikipedia.org/wiki/I_Shot_Andy_Warhol
I Shot My Love,NA
"I, the Worst of All","https://en.wikipedia.org/wiki/I,_the_Worst_of_All"
I Think I Do,https://en.wikipedia.org/wiki/I_Think_I_Do
I Wanna Be a Republican,NA
I Want to Get Married,NA
I Want Your Love,https://en.wikipedia.org/wiki/I_Want_Your_Love_(film)
I Will Survive,https://en.wikipedia.org/wiki/Sobrevivir%C3%A9
Ice Blues,https://en.wikipedia.org/wiki/Ice_Blues
Ice Men,https://en.wikipedia.org/wiki/Ice_Men_(film)
if....,https://en.wikipedia.org/wiki/If....
If These Walls Could Talk 2,https://en.wikipedia.org/wiki/If_These_Walls_Could_Talk_2
The Ignorant Fairies,https://en.wikipedia.org/wiki/The_Ignorant_Fairies
Il compleanno,https://en.wikipedia.org/wiki/David%27s_Birthday
Il sapore del grano,https://en.wikipedia.org/wiki/The_Flavor_of_Corn
Il Vento e le Rose,https://en.wikipedia.org/wiki/Il_Vento_e_le_Rose
I'll Love You Forever... Tonight,NA
I'm the One That I Want,https://en.wikipedia.org/wiki/I%27m_the_One_That_I_Want_(film)
I'm So Excited!,https://en.wikipedia.org/wiki/I%27m_So_Excited_(film)
Imaginary Heroes,https://en.wikipedia.org/wiki/Imaginary_Heroes
Imagine Me & You,https://en.wikipedia.org/wiki/Imagine_Me_%26_You
The Imitation Game,https://en.wikipedia.org/wiki/The_Imitation_Game
Immacolata and Concetta: The Other Jealousy,https://en.wikipedia.org/wiki/Immacolata_and_Concetta:_The_Other_Jealousy
In & Out,https://en.wikipedia.org/wiki/In_%26_Out_(film)
In a Glass Cage,https://en.wikipedia.org/wiki/In_a_Glass_Cage
In a Year of 13 Moons,https://en.wikipedia.org/wiki/In_a_Year_of_13_Moons
In Bloom,NA
In Extremis,NA
In Her Line of Fire,https://en.wikipedia.org/wiki/In_Her_Line_of_Fire
In My Life,https://en.wikipedia.org/wiki/In_My_Life_(2009_film)
In the Blood,NA
In The Closet,NA
In the Family,https://en.wikipedia.org/wiki/In_the_Family_(2011_film)
In the Flesh,https://en.wikipedia.org/wiki/In_the_Flesh_(1998_film)
In the Gloaming,https://en.wikipedia.org/wiki/In_the_Gloaming_(film)
In the Grayscale,https://en.wikipedia.org/wiki/In_the_Grayscale
In the Name of...,https://en.wikipedia.org/wiki/In_the_Name_Of_(film)
In the Realm of the Senses,https://en.wikipedia.org/wiki/In_the_Realm_of_the_Senses
The Incredibly True Adventure of Two Girls in Love,https://en.wikipedia.org/wiki/The_Incredibly_True_Adventure_of_Two_Girls_in_Love
Indian Summer,https://en.wikipedia.org/wiki/Indian_Summer_(1996_film)
Infamous,https://en.wikipedia.org/wiki/Infamous_(film)
Inflatble Swamp,NA
Innocent,NA
Intentions,NA
Interior. Leather Bar.,https://en.wikipedia.org/wiki/Interior._Leather_Bar.
Interview with the Vampire,https://en.wikipedia.org/wiki/Interview_with_the_Vampire_(film)
Interviews with My Next Girlfriend,NA
An Intimate Friendship,NA
Intimates,NA
The Iron Ladies,https://en.wikipedia.org/wiki/The_Iron_Ladies_(film)
The Iron Ladies 2,NA
Is It Just Me?,https://en.wikipedia.org/wiki/Is_It_Just_Me%3F_(film)
Iskandariyah... lih?,https://en.wikipedia.org/wiki/Alexandria..._Why%3F
The Island,NA
Island of Death,https://en.wikipedia.org/wiki/Island_of_Death_(film)
Issues 101,https://en.wikipedia.org/wiki/Issues_101
"It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives","https://en.wikipedia.org/wiki/It_Is_Not_the_Homosexual_Who_Is_Perverse,_But_the_Society_in_Which_He_Lives"
It's in the Water,https://en.wikipedia.org/wiki/It%27s_in_the_Water
It's My Party,https://en.wikipedia.org/wiki/It%27s_My_Party_(film)
It's Not a Cowboy Movie,NA
It's Pat,https://en.wikipedia.org/wiki/It%27s_Pat
Itty Bitty Titty Committee,https://en.wikipedia.org/wiki/Itty_Bitty_Titty_Committee
I've Heard the Mermaids Singing,https://en.wikipedia.org/wiki/I%27ve_Heard_the_Mermaids_Singing
Izlet,https://en.wikipedia.org/wiki/A_Trip
J. Edgar,https://en.wikipedia.org/wiki/J._Edgar
Jack,https://en.wikipedia.org/wiki/Jack_(2004_film)
Jack & Diane,https://en.wikipedia.org/wiki/Jack_%26_Diane_(film)
Jackson: My Life... Your Fault,https://en.wikipedia.org/wiki/Jackson:_My_Life..._Your_Fault
J'ai rêvé sous l'eau,https://en.wikipedia.org/wiki/J%27ai_r%C3%AAv%C3%A9_sous_l%27eau
Jailbait,https://en.wikipedia.org/wiki/Jailbait_(2004_film)
James,https://en.wikipedia.org/wiki/James_(short_film)
Jamie,NA
Jan Dara,https://en.wikipedia.org/wiki/Jan_Dara_(2001_film)
Janji Diana,NA
Japan Japan,https://en.wikipedia.org/wiki/Japan_Japan
Jay,NA
Je t'aime moi non plus,https://en.wikipedia.org/wiki/Je_t%27aime_moi_non_plus_(film)
Je te mangerais,https://en.wikipedia.org/wiki/Je_te_mangerais
"Je, Tu, Il, Elle","https://en.wikipedia.org/wiki/Je,_Tu,_Il,_Elle"
Je vois déjà le titre,NA
Jeffrey,https://en.wikipedia.org/wiki/Jeffrey_(1995_film)
J'embrasse pas,https://en.wikipedia.org/wiki/I_Don%27t_Kiss
J'en suis!,https://en.wikipedia.org/wiki/J%27en_suis!
Jennifer's Body,https://en.wikipedia.org/wiki/Jennifer%27s_Body
Jerker,https://en.wikipedia.org/wiki/Jerker
Jerusalem Is Proud to Present,https://en.wikipedia.org/wiki/Jerusalem_Is_Proud_to_Present
JFK,https://en.wikipedia.org/wiki/JFK_(film)
Ji Sor,NA
Jitters,NA
Joe + Belle,https://en.wikipedia.org/wiki/Joe_%2B_Belle
Johan,NA
John and Michael,https://en.wikipedia.org/wiki/John_and_Michael
johns,https://en.wikipedia.org/wiki/Johns_(film)
Jolly Fellows,NA
The Joneses,https://en.wikipedia.org/wiki/The_Joneses
The Journey,https://en.wikipedia.org/wiki/The_Journey_(2004_film)
The Journey of Jared Price,https://en.wikipedia.org/wiki/The_Journey_of_Jared_Price
Jongens,https://en.wikipedia.org/wiki/Jongens
The Joy of Life,https://en.wikipedia.org/wiki/The_Joy_of_Life
Julie Johnson,https://en.wikipedia.org/wiki/Julie_Johnson
Judas Kiss,https://en.wikipedia.org/wiki/Judas_Kiss_(2011_film)
Just a Question of Love,https://en.wikipedia.org/wiki/Just_a_Question_of_Love
Just Another Love Story,https://en.wikipedia.org/wiki/Arekti_Premer_Golpo
Just Friends?,https://en.wikipedia.org/wiki/Just_Friends%3F
Just Like a Woman,https://en.wikipedia.org/wiki/Just_Like_a_Woman_(1992_film)
Just One Time,https://en.wikipedia.org/wiki/Just_One_Time_(film)
Just Say Love,NA
Just the Two of Us,https://en.wikipedia.org/wiki/The_Dark_Side_of_Tomorrow
Kaboom,https://en.wikipedia.org/wiki/Kaboom_(film)
Kakera: A Piece of Our Life,https://en.wikipedia.org/wiki/Love_Vibes
Kaleldo,https://en.wikipedia.org/wiki/Summer_Heat_(2006_film)
Kali Ma,NA
Kambyo,NA
Kansas City Trucking Co.,https://en.wikipedia.org/wiki/Kansas_City_Trucking_Co.
Kawa,https://en.wikipedia.org/wiki/Kawa_(film)
Kdo se boji Jerryja Springerja,NA
Keep Not Silent,https://en.wikipedia.org/wiki/Keep_Not_Silent
Keep the Lights On,https://en.wikipedia.org/wiki/Keep_the_Lights_On
Keiko,https://en.wikipedia.org/wiki/Keiko_(film)
Keillers Park,NA
Keller - Teenage Wasteland,NA
Kicking and Screaming,https://en.wikipedia.org/wiki/Kicking_and_Screaming_(1995_film)
KickOff,NA
The Kids Are All Right,https://en.wikipedia.org/wiki/The_Kids_Are_All_Right_(film)
Kids in America,https://en.wikipedia.org/wiki/Kids_in_America_(film)
Kiki,https://en.wikipedia.org/wiki/Kiki_(2016_film)
Kill for Me,NA
Kill Your Darlings,https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film)
Killer Condom,https://en.wikipedia.org/wiki/Killer_Condom
Killer Drag Queens on Dope,https://en.wikipedia.org/wiki/Killer_Drag_Queens_on_Dope
The Killing of Sister George,https://en.wikipedia.org/wiki/The_Killing_of_Sister_George
King and the Clown,https://en.wikipedia.org/wiki/King_and_the_Clown
King Cobra,https://en.wikipedia.org/wiki/King_Cobra_(2016_film)
King Size,NA
Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(film)
Kinsey,https://en.wikipedia.org/wiki/Kinsey_(film)
Kira kira hikaru,NA
Kiss Kiss Bang Bang,https://en.wikipedia.org/wiki/Kiss_Kiss_Bang_Bang
Kiss Me Again,NA
Kiss Me Deadly,NA
"Kiss Me, Guido","https://en.wikipedia.org/wiki/Kiss_Me,_Guido"
"Kiss Me, Kill Me","https://en.wikipedia.org/wiki/Kiss_Me,_Kill_Me_(2015_film)"
Kiss Me Softly,NA
Kiss of the Spider Woman,https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(film)
Kiss the Bride,https://en.wikipedia.org/wiki/Kiss_the_Bride_(2008_film)
Kissing Darkness,https://en.wikipedia.org/wiki/Kissing_Darkness
Kissing Drew,NA
Kissing Jessica Stein,https://en.wikipedia.org/wiki/Kissing_Jessica_Stein
Kleine Freiheit,https://en.wikipedia.org/wiki/Kleine_Freiheit
Km. 0,https://en.wikipedia.org/wiki/Km._0
Kommt Mausi Raus?!,NA
Krámpack,https://en.wikipedia.org/wiki/Nico_and_Dani
Kung Fu Tootsie,https://en.wikipedia.org/wiki/Kung_Fu_Tootsie
Kyss mig,https://en.wikipedia.org/wiki/Kyss_mig
La bocca del lupo,https://en.wikipedia.org/wiki/The_Mouth_of_the_Wolf_(2009_film)
La Cage aux Folles,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(film)
La Cage aux Folles II,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_II
La Cage aux Folles 3: The Wedding,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_3:_The_Wedding
La chatte à deux têtes,https://en.wikipedia.org/wiki/Glowing_Eyes_(film)
La Confusion des Genres,https://en.wikipedia.org/wiki/La_Confusion_des_Genres
La famille selon Mathieu,NA
La fin de la nuit,NA
La Garçonne,https://en.wikipedia.org/wiki/La_Gar%C3%A7onne_(1936_film)
La León,https://en.wikipedia.org/wiki/La_Le%C3%B3n
La Luciérnaga,NA
La ley del deseo,https://en.wikipedia.org/wiki/Law_of_Desire
La Maison de Himiko,https://en.wikipedia.org/wiki/House_of_Himiko
La Mala educación,https://en.wikipedia.org/wiki/Bad_Education_(film)
La meilleure façon de marcher,https://en.wikipedia.org/wiki/The_Best_Way_to_Walk
La Mission,https://en.wikipedia.org/wiki/La_Mission_(film)
La Muerte de Mikel,https://en.wikipedia.org/wiki/La_Muerte_de_Mikel
La otra familia,https://en.wikipedia.org/wiki/La_otra_familia
La Partida,NA
La primavera de los escorpiones,NA
La Surprise,NA
La tête froide,NA
La Vie d'Adèle,https://en.wikipedia.org/wiki/Blue_Is_the_Warmest_Colour
La Ville dont le prince est un enfant,https://en.wikipedia.org/wiki/La_Ville_dont_le_prince_est_un_enfant_(film)
La virgen de los sicarios,https://en.wikipedia.org/wiki/Our_Lady_of_the_Assassins_(film)
Labyrinth of Passion,https://en.wikipedia.org/wiki/Labyrinth_of_Passion
The Lady Assassin,NA
Lady Daddy,https://en.wikipedia.org/wiki/Lady_Daddy
The Lady in Question Is Charles Busch,NA
Lady Peacock,https://en.wikipedia.org/wiki/Lady_Peacock
Lakki... The Boy Who Could Fly,NA
Lan Yu,https://en.wikipedia.org/wiki/Lan_Yu_(film)
Land of Storms,https://en.wikipedia.org/wiki/Land_of_Storms
Lapsia ja aikuisia – Kuinka niitä tehdään?,https://en.wikipedia.org/wiki/Producing_Adults
The Laramie Project,https://en.wikipedia.org/wiki/The_Laramie_Project_(film)
L'Arbre et la forêt,https://en.wikipedia.org/wiki/L%27Arbre_et_la_for%C3%AAt
Laruang Lalaki,NA
Last Call,NA
Last Call at Maud's,https://en.wikipedia.org/wiki/Last_Call_at_Maud%27s_(1993_film)
Last Chance,https://en.wikipedia.org/wiki/Last_Chance_(film)
Last Days,https://en.wikipedia.org/wiki/Last_Days_(film)
A Last Farewell,NA
Last Friends - ラスト·フレンズ (television drama),https://en.wikipedia.org/wiki/Last_Friends
Last Exit to Brooklyn,https://en.wikipedia.org/wiki/Last_Exit_to_Brooklyn_(film)
The Last Match,NA
The Last Summer of La Boyita,NA
The Last Supper,https://en.wikipedia.org/wiki/The_Last_Supper_(1994_film)
The Last Time I Saw Richard,NA
The Last Year (2002 film),NA
Latin Boys Go to Hell,NA
Latter Days,https://en.wikipedia.org/wiki/Latter_Days
L'Auberge Espagnole,https://en.wikipedia.org/wiki/Pot_Luck_(2002_film)
Laurence Anyways,https://en.wikipedia.org/wiki/Laurence_Anyways
Law of Desire,https://en.wikipedia.org/wiki/Law_of_Desire
Lawrence of Arabia,https://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film)
Le Clan,https://en.wikipedia.org/wiki/3_Dancing_Slaves
Le Fate ignoranti,https://en.wikipedia.org/wiki/The_Ignorant_Fairies
Le Fil,https://en.wikipedia.org/wiki/The_String
Le Hasard fait bien les choses,NA
Le Placard,https://en.wikipedia.org/wiki/The_Closet_(2001_film)
Le Temps Qui Reste,https://en.wikipedia.org/wiki/Time_to_Leave
Le Voyage en douce,https://en.wikipedia.org/wiki/Le_Voyage_en_douce
Le Weekend,NA
Leading Ladies,https://en.wikipedia.org/wiki/Leading_Ladies_(film)
Leather,NA
The Leather Boys,https://en.wikipedia.org/wiki/The_Leather_Boys
Leather Jacket Love Story,https://en.wikipedia.org/wiki/Leather_Jacket_Love_Story
Leave It on the Floor,NA
Leave Me Alone,https://en.wikipedia.org/wiki/Leave_Me_Alone_(2004_thriller_film)
Leaving Metropolis,https://en.wikipedia.org/wiki/Leaving_Metropolis
The Legend of Rita,https://en.wikipedia.org/wiki/The_Legend_of_Rita
L'Empire des sens,https://en.wikipedia.org/wiki/In_the_Realm_of_the_Senses
Les Adieux à la reine,"https://en.wikipedia.org/wiki/Farewell,_My_Queen"
Les amitiés particulières,https://en.wikipedia.org/wiki/Les_amiti%C3%A9s_particuli%C3%A8res_(film)
Les Amours imaginaires,https://en.wikipedia.org/wiki/Heartbeats_(film)
Les Biches,https://en.wikipedia.org/wiki/Les_Biches_(1968_film)
Les lapines,NA
The Girl Bunnies,NA
Les Chansons d'amour,https://en.wikipedia.org/wiki/Love_Songs_(film)
Les filles du botaniste,https://en.wikipedia.org/wiki/The_Chinese_Botanist%27s_Daughters
Les Nuits fauves,https://en.wikipedia.org/wiki/Savage_Nights
Les Puceaux,NA
Les Poupées russes,https://en.wikipedia.org/wiki/The_Russian_Dolls
Les Témoins,https://en.wikipedia.org/wiki/The_Witnesses
Les Voleurs,https://en.wikipedia.org/wiki/Thieves_(1996_film)
Lesbian Vampire Killers,https://en.wikipedia.org/wiki/Lesbian_Vampire_Killers
Let My People Go!,https://en.wikipedia.org/wiki/Let_My_People_Go!
Let's Go to Prison,https://en.wikipedia.org/wiki/Let%27s_Go_to_Prison
L'Homme blessé,https://en.wikipedia.org/wiki/The_Wounded_Man_(film)
L'Homme de sa vie,https://en.wikipedia.org/wiki/The_Man_of_My_Life
Lianna,https://en.wikipedia.org/wiki/Lianna
Liberace: Behind the Music,https://en.wikipedia.org/wiki/Liberace:_Behind_the_Music
Liberated,NA
Liberated 2,NA
Licensed to Kill,https://en.wikipedia.org/wiki/Licensed_to_Kill_(1997_film)
L.I.E.,https://en.wikipedia.org/wiki/L.I.E.
Lie Down With Dogs,NA
Light Gradient,NA
Like a Brother,NA
Like a Virgin,https://en.wikipedia.org/wiki/Like_a_Virgin_(film)
Like Grains of Sand,https://en.wikipedia.org/wiki/Like_Grains_of_Sand
Like It Is,https://en.wikipedia.org/wiki/Like_It_Is_(film)
Lilies,https://en.wikipedia.org/wiki/Lilies_(film)
Lilting,https://en.wikipedia.org/wiki/Lilting_(film)
Lily Festival,https://en.wikipedia.org/wiki/Lily_Festival
L'Inconnu du lac,https://en.wikipedia.org/wiki/Stranger_by_the_Lake
Lisístrata,https://en.wikipedia.org/wiki/Lis%C3%ADstrata
Listen,NA
Little Ashes,https://en.wikipedia.org/wiki/Little_Ashes
Little Boy Blue,https://en.wikipedia.org/wiki/Little_Boy_Blue_(film)
Little Gay Boy,NA
"Little Gay Boy, chrisT is Dead",NA
Little Man,NA
Little Miss Sunshine,https://en.wikipedia.org/wiki/Little_Miss_Sunshine
Live Nude Girls,https://en.wikipedia.org/wiki/Live_Nude_Girls_(film)
Live Show,https://en.wikipedia.org/wiki/Live_Show_(film)
The Living End,https://en.wikipedia.org/wiki/The_Living_End_(film)
Liz in September,https://en.wikipedia.org/wiki/Liz_in_September
Liza Minnelli Reflecting (documentary),NA
Locked Up,NA
Loggerheads,https://en.wikipedia.org/wiki/Loggerheads_(film)
Lola and Billy the Kid,https://en.wikipedia.org/wiki/Lola_and_Billy_the_Kid
